employee_id,year,month,absent,half-day,leave,present,date_key,days_recorded,absenteeism_rate_pct
EMP0019,2025,9,0,0,0,26,20250901,26,0.0
EMP0019,2025,10,0,0,0,27,20251001,27,0.0
EMP0019,2025,11,0,1,0,24,20251101,25,2.0
EMP0019,2025,12,2,0,0,25,20251201,27,7.41
EMP0019,2026,1,1,0,1,25,20260101,27,3.7
EMP0019,2026,2,0,0,0,24,20260201,24,0.0
EMP0019,2026,3,0,1,0,25,20260301,26,1.92
EMP0019,2026,4,2,2,0,22,20260401,26,11.54
EMP0019,2026,5,1,2,0,23,20260501,26,7.69
EMP0019,2026,6,0,1,1,24,20260601,26,1.92
EMP0019,2026,7,0,0,0,16,20260701,16,0.0
EMP0020,2025,8,2,0,0,24,20250801,26,7.69
EMP0020,2025,9,3,1,0,22,20250901,26,13.46
EMP0020,2025,10,2,1,1,23,20251001,27,9.26
EMP0020,2025,11,1,0,0,24,20251101,25,4.0
EMP0020,2025,12,0,1,0,26,20251201,27,1.85
EMP0020,2026,1,2,0,0,25,20260101,27,7.41
EMP0020,2026,2,2,2,1,19,20260201,24,12.5
EMP0020,2026,3,0,1,0,25,20260301,26,1.92
EMP0020,2026,4,0,0,0,26,20260401,26,0.0
EMP0020,2026,5,2,1,0,23,20260501,26,9.62
EMP0020,2026,6,1,1,2,22,20260601,26,5.77
EMP0020,2026,7,1,1,0,14,20260701,16,9.38
EMP0021,2025,8,1,0,0,25,20250801,26,3.85
EMP0021,2025,9,0,0,0,26,20250901,26,0.0
EMP0021,2025,10,0,0,1,26,20251001,27,0.0
EMP0021,2025,11,1,1,2,21,20251101,25,6.0
EMP0021,2025,12,2,0,1,24,20251201,27,7.41
EMP0021,2026,1,1,2,0,24,20260101,27,7.41
EMP0021,2026,2,1,0,0,23,20260201,24,4.17
EMP0021,2026,3,0,0,0,26,20260301,26,0.0
EMP0021,2026,4,1,0,1,24,20260401,26,3.85
EMP0021,2026,5,1,0,0,25,20260501,26,3.85
EMP0021,2026,6,1,0,0,25,20260601,26,3.85
EMP0021,2026,7,1,0,0,15,20260701,16,6.25
EMP0022,2025,8,1,1,0,24,20250801,26,5.77
EMP0022,2025,9,1,0,1,24,20250901,26,3.85
EMP0022,2025,10,1,3,0,23,20251001,27,9.26
EMP0022,2025,11,1,0,0,24,20251101,25,4.0
EMP0022,2025,12,0,0,2,25,20251201,27,0.0
EMP0022,2026,1,0,2,1,24,20260101,27,3.7
EMP0022,2026,2,0,1,0,23,20260201,24,2.08
EMP0022,2026,3,1,1,1,23,20260301,26,5.77
EMP0022,2026,4,1,0,0,25,20260401,26,3.85
EMP0022,2026,5,1,1,0,24,20260501,26,5.77
EMP0022,2026,6,1,1,0,24,20260601,26,5.77
EMP0022,2026,7,2,0,0,14,20260701,16,12.5
EMP0023,2025,9,0,0,0,3,20250901,3,0.0
EMP0023,2025,10,2,0,2,23,20251001,27,7.41
EMP0023,2025,11,0,0,2,23,20251101,25,0.0
EMP0023,2025,12,2,0,1,24,20251201,27,7.41
EMP0023,2026,1,0,2,0,25,20260101,27,3.7
EMP0023,2026,2,0,0,0,24,20260201,24,0.0
EMP0023,2026,3,1,0,2,23,20260301,26,3.85
EMP0023,2026,4,0,0,1,25,20260401,26,0.0
EMP0023,2026,5,0,2,0,24,20260501,26,3.85
EMP0023,2026,6,0,0,1,25,20260601,26,0.0
EMP0023,2026,7,0,0,0,16,20260701,16,0.0
EMP0024,2025,8,2,1,1,22,20250801,26,9.62
EMP0024,2025,9,0,0,0,26,20250901,26,0.0
EMP0024,2025,10,1,0,0,26,20251001,27,3.7
EMP0024,2025,11,0,2,1,22,20251101,25,4.0
EMP0024,2025,12,2,2,1,22,20251201,27,11.11
EMP0024,2026,1,1,1,1,24,20260101,27,5.56
EMP0024,2026,2,1,1,0,22,20260201,24,6.25
EMP0024,2026,3,0,1,1,24,20260301,26,1.92
EMP0024,2026,4,1,1,0,24,20260401,26,5.77
EMP0024,2026,5,1,1,0,24,20260501,26,5.77
EMP0024,2026,6,1,0,0,25,20260601,26,3.85
EMP0024,2026,7,1,0,1,14,20260701,16,6.25
EMP0025,2025,8,1,0,0,25,20250801,26,3.85
EMP0025,2025,9,0,0,1,25,20250901,26,0.0
EMP0025,2025,10,1,0,0,26,20251001,27,3.7
EMP0025,2025,11,0,1,0,24,20251101,25,2.0
EMP0025,2025,12,0,0,0,27,20251201,27,0.0
EMP0025,2026,1,0,2,0,25,20260101,27,3.7
EMP0025,2026,2,0,0,0,24,20260201,24,0.0
EMP0025,2026,3,0,0,1,25,20260301,26,0.0
EMP0025,2026,4,0,0,0,26,20260401,26,0.0
EMP0025,2026,5,2,0,0,24,20260501,26,7.69
EMP0025,2026,6,0,2,1,23,20260601,26,3.85
EMP0025,2026,7,1,0,1,14,20260701,16,6.25
EMP0026,2025,8,0,0,0,26,20250801,26,0.0
EMP0026,2025,9,0,0,1,25,20250901,26,0.0
EMP0026,2025,10,2,0,1,24,20251001,27,7.41
EMP0026,2025,11,1,0,0,24,20251101,25,4.0
EMP0026,2025,12,1,1,0,25,20251201,27,5.56
EMP0026,2026,1,2,0,0,25,20260101,27,7.41
EMP0026,2026,2,0,1,0,23,20260201,24,2.08
EMP0026,2026,3,1,0,0,25,20260301,26,3.85
EMP0026,2026,4,2,0,0,24,20260401,26,7.69
EMP0026,2026,5,0,1,1,24,20260501,26,1.92
EMP0026,2026,6,2,1,0,23,20260601,26,9.62
EMP0026,2026,7,0,1,0,15,20260701,16,3.12
EMP0027,2025,11,0,0,2,20,20251101,22,0.0
EMP0027,2025,12,1,2,0,24,20251201,27,7.41
EMP0027,2026,1,1,4,1,21,20260101,27,11.11
EMP0027,2026,2,1,0,0,23,20260201,24,4.17
EMP0027,2026,3,0,0,0,26,20260301,26,0.0
EMP0027,2026,4,1,0,0,25,20260401,26,3.85
EMP0027,2026,5,0,0,1,25,20260501,26,0.0
EMP0027,2026,6,0,0,0,26,20260601,26,0.0
EMP0027,2026,7,2,0,1,13,20260701,16,12.5
EMP0028,2025,8,0,2,1,23,20250801,26,3.85
EMP0028,2025,9,1,0,0,25,20250901,26,3.85
EMP0028,2025,10,1,1,1,24,20251001,27,5.56
EMP0028,2025,11,1,1,1,22,20251101,25,6.0
EMP0028,2025,12,1,2,0,24,20251201,27,7.41
EMP0028,2026,1,1,1,0,25,20260101,27,5.56
EMP0028,2026,2,0,1,1,22,20260201,24,2.08
EMP0028,2026,3,0,2,0,24,20260301,26,3.85
EMP0028,2026,4,0,0,0,26,20260401,26,0.0
EMP0028,2026,5,0,1,0,25,20260501,26,1.92
EMP0028,2026,6,0,1,0,25,20260601,26,1.92
EMP0028,2026,7,1,1,0,14,20260701,16,9.38
EMP0029,2025,8,0,1,0,25,20250801,26,1.92
EMP0029,2025,9,1,1,1,23,20250901,26,5.77
EMP0029,2025,10,1,0,0,26,20251001,27,3.7
EMP0029,2025,11,0,3,0,22,20251101,25,6.0
EMP0029,2025,12,1,0,1,25,20251201,27,3.7
EMP0029,2026,1,0,1,2,24,20260101,27,1.85
EMP0029,2026,2,2,0,1,21,20260201,24,8.33
EMP0029,2026,3,0,0,0,26,20260301,26,0.0
EMP0029,2026,4,1,0,0,25,20260401,26,3.85
EMP0029,2026,5,0,1,1,24,20260501,26,1.92
EMP0029,2026,6,1,0,0,25,20260601,26,3.85
EMP0029,2026,7,1,0,0,15,20260701,16,6.25
EMP0030,2025,8,0,0,0,26,20250801,26,0.0
EMP0030,2025,9,0,1,0,25,20250901,26,1.92
EMP0030,2025,10,1,1,0,25,20251001,27,5.56
EMP0030,2025,11,0,1,3,21,20251101,25,2.0
EMP0030,2025,12,0,0,1,26,20251201,27,0.0
EMP0030,2026,1,2,0,0,25,20260101,27,7.41
EMP0030,2026,2,0,0,1,23,20260201,24,0.0
EMP0030,2026,3,1,1,0,24,20260301,26,5.77
EMP0030,2026,4,1,0,2,23,20260401,26,3.85
EMP0030,2026,5,2,0,0,24,20260501,26,7.69
EMP0030,2026,6,1,1,0,24,20260601,26,5.77
EMP0030,2026,7,0,0,0,16,20260701,16,0.0
EMP0031,2025,8,1,2,3,20,20250801,26,7.69
EMP0031,2025,9,2,2,1,21,20250901,26,11.54
EMP0031,2025,10,1,2,0,24,20251001,27,7.41
EMP0031,2025,11,1,2,0,22,20251101,25,8.0
EMP0031,2025,12,1,0,0,26,20251201,27,3.7
EMP0031,2026,1,0,2,0,25,20260101,27,3.7
EMP0031,2026,2,3,1,0,20,20260201,24,14.58
EMP0031,2026,3,1,0,0,25,20260301,26,3.85
EMP0031,2026,4,0,2,0,24,20260401,26,3.85
EMP0031,2026,5,1,0,0,25,20260501,26,3.85
EMP0031,2026,6,3,0,1,22,20260601,26,11.54
EMP0031,2026,7,0,0,0,16,20260701,16,0.0
EMP0032,2025,8,1,1,0,24,20250801,26,5.77
EMP0032,2025,9,2,0,1,23,20250901,26,7.69
EMP0032,2025,10,1,2,0,24,20251001,27,7.41
EMP0032,2025,11,0,2,0,23,20251101,25,4.0
EMP0032,2025,12,4,0,1,22,20251201,27,14.81
EMP0032,2026,1,1,0,2,24,20260101,27,3.7
EMP0032,2026,2,0,1,0,23,20260201,24,2.08
EMP0032,2026,3,0,0,2,24,20260301,26,0.0
EMP0032,2026,4,0,1,0,25,20260401,26,1.92
EMP0032,2026,5,3,0,0,23,20260501,26,11.54
EMP0032,2026,6,1,0,0,25,20260601,26,3.85
EMP0032,2026,7,2,0,0,14,20260701,16,12.5
EMP0033,2025,8,2,1,1,22,20250801,26,9.62
EMP0033,2025,9,1,0,0,25,20250901,26,3.85
EMP0033,2025,10,3,1,0,23,20251001,27,12.96
EMP0033,2025,11,0,3,0,22,20251101,25,6.0
EMP0033,2025,12,2,2,1,22,20251201,27,11.11
EMP0033,2026,1,0,1,0,26,20260101,27,1.85
EMP0033,2026,2,1,0,1,22,20260201,24,4.17
EMP0033,2026,3,0,1,2,23,20260301,26,1.92
EMP0033,2026,4,0,0,0,26,20260401,26,0.0
EMP0033,2026,5,0,2,0,24,20260501,26,3.85
EMP0033,2026,6,1,0,2,23,20260601,26,3.85
EMP0033,2026,7,0,1,0,15,20260701,16,3.12
EMP0034,2025,8,1,0,0,25,20250801,26,3.85
EMP0034,2025,9,0,1,2,23,20250901,26,1.92
EMP0034,2025,10,0,1,0,26,20251001,27,1.85
EMP0034,2025,11,0,1,0,24,20251101,25,2.0
EMP0034,2025,12,0,0,0,27,20251201,27,0.0
EMP0034,2026,1,0,0,1,26,20260101,27,0.0
EMP0034,2026,2,0,0,1,23,20260201,24,0.0
EMP0034,2026,3,0,1,0,25,20260301,26,1.92
EMP0034,2026,4,1,1,0,24,20260401,26,5.77
EMP0034,2026,5,0,0,0,26,20260501,26,0.0
EMP0034,2026,6,0,0,0,26,20260601,26,0.0
EMP0034,2026,7,0,0,0,16,20260701,16,0.0
EMP0035,2025,8,0,0,1,25,20250801,26,0.0
EMP0035,2025,9,1,0,0,25,20250901,26,3.85
EMP0035,2025,10,0,0,1,26,20251001,27,0.0
EMP0035,2025,11,0,1,1,23,20251101,25,2.0
EMP0035,2025,12,0,0,0,27,20251201,27,0.0
EMP0035,2026,1,0,2,1,24,20260101,27,3.7
EMP0035,2026,2,1,0,0,23,20260201,24,4.17
EMP0035,2026,3,2,0,0,24,20260301,26,7.69
EMP0035,2026,4,0,0,1,25,20260401,26,0.0
EMP0035,2026,5,0,0,1,25,20260501,26,0.0
EMP0035,2026,6,0,0,3,23,20260601,26,0.0
EMP0035,2026,7,0,0,0,16,20260701,16,0.0
EMP0036,2025,8,2,1,0,23,20250801,26,9.62
EMP0036,2025,9,0,3,1,22,20250901,26,5.77
EMP0036,2025,10,0,2,0,25,20251001,27,3.7
EMP0036,2025,11,0,0,0,25,20251101,25,0.0
EMP0036,2025,12,0,1,1,25,20251201,27,1.85
EMP0036,2026,1,3,0,2,22,20260101,27,11.11
EMP0036,2026,2,0,2,1,21,20260201,24,4.17
EMP0036,2026,3,2,2,0,22,20260301,26,11.54
EMP0036,2026,4,1,0,3,22,20260401,26,3.85
EMP0036,2026,5,0,1,0,25,20260501,26,1.92
EMP0036,2026,6,0,0,1,25,20260601,26,0.0
EMP0036,2026,7,0,0,0,16,20260701,16,0.0
EMP0037,2025,8,1,0,0,25,20250801,26,3.85
EMP0037,2025,9,0,0,0,26,20250901,26,0.0
EMP0037,2025,10,1,0,0,26,20251001,27,3.7
EMP0037,2025,11,0,0,0,25,20251101,25,0.0
EMP0037,2025,12,0,0,3,24,20251201,27,0.0
EMP0037,2026,1,0,0,0,27,20260101,27,0.0
EMP0037,2026,2,3,1,1,19,20260201,24,14.58
EMP0037,2026,3,0,0,0,26,20260301,26,0.0
EMP0037,2026,4,0,0,1,25,20260401,26,0.0
EMP0037,2026,5,1,0,1,24,20260501,26,3.85
EMP0037,2026,6,2,2,1,21,20260601,26,11.54
EMP0037,2026,7,0,1,0,15,20260701,16,3.12
EMP0038,2025,8,0,0,0,26,20250801,26,0.0
EMP0038,2025,9,0,0,0,26,20250901,26,0.0
EMP0038,2025,10,0,0,0,27,20251001,27,0.0
EMP0038,2025,11,0,0,2,23,20251101,25,0.0
EMP0038,2025,12,0,1,1,25,20251201,27,1.85
EMP0038,2026,1,0,0,0,27,20260101,27,0.0
EMP0038,2026,2,0,0,1,23,20260201,24,0.0
EMP0038,2026,3,1,0,0,25,20260301,26,3.85
EMP0038,2026,4,0,0,0,26,20260401,26,0.0
EMP0038,2026,5,0,1,1,24,20260501,26,1.92
EMP0038,2026,6,1,0,0,25,20260601,26,3.85
EMP0038,2026,7,0,0,0,16,20260701,16,0.0
EMP0039,2025,8,1,0,1,24,20250801,26,3.85
EMP0039,2025,9,2,0,1,23,20250901,26,7.69
EMP0039,2025,10,0,2,0,25,20251001,27,3.7
EMP0039,2025,11,0,1,0,24,20251101,25,2.0
EMP0039,2025,12,0,0,0,27,20251201,27,0.0
EMP0039,2026,1,0,0,1,26,20260101,27,0.0
EMP0039,2026,2,1,0,0,23,20260201,24,4.17
EMP0039,2026,3,1,0,1,24,20260301,26,3.85
EMP0039,2026,4,2,1,0,23,20260401,26,9.62
EMP0039,2026,5,0,0,0,26,20260501,26,0.0
EMP0039,2026,6,1,1,0,24,20260601,26,5.77
EMP0039,2026,7,1,1,0,14,20260701,16,9.38
EMP0040,2025,8,1,0,0,25,20250801,26,3.85
EMP0040,2025,9,0,0,0,26,20250901,26,0.0
EMP0040,2025,10,0,0,1,26,20251001,27,0.0
EMP0040,2025,11,0,0,0,25,20251101,25,0.0
EMP0040,2025,12,1,0,0,26,20251201,27,3.7
EMP0040,2026,1,0,0,0,27,20260101,27,0.0
EMP0040,2026,2,0,1,0,23,20260201,24,2.08
EMP0040,2026,3,0,0,0,26,20260301,26,0.0
EMP0040,2026,4,0,1,0,25,20260401,26,1.92
EMP0040,2026,5,0,1,0,25,20260501,26,1.92
EMP0040,2026,6,2,0,2,22,20260601,26,7.69
EMP0040,2026,7,0,1,0,15,20260701,16,3.12
EMP0041,2025,8,0,1,1,24,20250801,26,1.92
EMP0041,2025,9,0,2,1,23,20250901,26,3.85
EMP0041,2025,10,1,0,2,24,20251001,27,3.7
EMP0041,2025,11,1,0,0,24,20251101,25,4.0
EMP0041,2025,12,0,1,1,25,20251201,27,1.85
EMP0041,2026,1,0,2,1,24,20260101,27,3.7
EMP0041,2026,2,0,1,1,22,20260201,24,2.08
EMP0041,2026,3,0,0,0,26,20260301,26,0.0
EMP0041,2026,4,2,0,2,22,20260401,26,7.69
EMP0041,2026,5,3,1,0,22,20260501,26,13.46
EMP0041,2026,6,1,1,0,24,20260601,26,5.77
EMP0041,2026,7,0,2,1,13,20260701,16,6.25
EMP0042,2025,8,2,0,0,24,20250801,26,7.69
EMP0042,2025,9,1,1,0,24,20250901,26,5.77
EMP0042,2025,10,1,1,1,24,20251001,27,5.56
EMP0042,2025,11,1,0,0,24,20251101,25,4.0
EMP0042,2025,12,0,0,0,27,20251201,27,0.0
EMP0042,2026,1,2,1,0,24,20260101,27,9.26
EMP0042,2026,2,2,0,0,22,20260201,24,8.33
EMP0042,2026,3,2,1,0,23,20260301,26,9.62
EMP0042,2026,4,0,2,2,22,20260401,26,3.85
EMP0042,2026,5,3,0,0,23,20260501,26,11.54
