employeeId,department,month,year,workingDays,presentDays,absentDays,halfDays,leaveDays,basicSalary,da,hra,otherAllowances,grossSalary,pf,professionalTax,lopDeduction,totalDeductions,netSalary,status
EMP0003,Sales,2,2026,24,21,2,1,0,46500,5580.0,4650.0,1500,58230.0,6249.6,200,6065.63,12515.23,45714.77,paid
EMP0003,Sales,3,2026,26,24,1,1,0,46500,5580.0,4650.0,1500,58230.0,6249.6,200,3359.42,9809.02,48420.98,paid
EMP0003,Sales,4,2026,26,25,0,1,0,46500,5580.0,4650.0,1500,58230.0,6249.6,200,1119.81,7569.41,50660.59,paid
EMP0003,Sales,5,2026,26,21,4,0,1,46500,5580.0,4650.0,1500,58230.0,6249.6,200,8958.46,15408.06,42821.94,paid
EMP0003,Sales,6,2026,26,21,2,0,3,46500,5580.0,4650.0,1500,58230.0,6249.6,200,4479.23,10928.83,47301.17,paid
EMP0003,Sales,7,2026,27,27,0,0,0,46500,5580.0,4650.0,1500,58230.0,6249.6,200,0.0,6449.6,51780.4,generated
EMP0004,Sales,8,2025,26,24,0,1,1,58500,7020.0,5850.0,0,71370.0,7862.4,200,1372.5,9434.9,61935.1,paid
EMP0004,Sales,9,2025,26,23,0,2,1,58500,7020.0,5850.0,0,71370.0,7862.4,200,2745.0,10807.4,60562.6,paid
EMP0004,Sales,10,2025,27,25,0,1,1,58500,7020.0,5850.0,0,71370.0,7862.4,200,1321.67,9384.07,61985.93,paid
EMP0004,Sales,11,2025,25,22,1,1,1,58500,7020.0,5850.0,0,71370.0,7862.4,200,4282.2,12344.6,59025.4,paid
EMP0004,Sales,12,2025,27,24,1,2,0,58500,7020.0,5850.0,0,71370.0,7862.4,200,5286.67,13349.07,58020.93,paid
EMP0004,Sales,1,2026,27,23,0,1,3,58500,7020.0,5850.0,0,71370.0,7862.4,200,1321.67,9384.07,61985.93,paid
EMP0004,Sales,2,2026,24,19,1,0,4,58500,7020.0,5850.0,0,71370.0,7862.4,200,2973.75,11036.15,60333.85,paid
EMP0004,Sales,3,2026,26,23,1,2,0,58500,7020.0,5850.0,0,71370.0,7862.4,200,5490.0,13552.4,57817.6,paid
EMP0004,Sales,4,2026,26,23,1,1,1,62500,7500.0,6250.0,0,76250.0,8400.0,200,4399.04,12999.04,63250.96,paid
EMP0004,Sales,5,2026,26,24,0,0,2,65000,7800.0,6500.0,0,79300.0,8736.0,200,0.0,8936.0,70364.0,paid
EMP0004,Sales,6,2026,26,24,0,1,1,62500,7500.0,6250.0,0,76250.0,8400.0,200,1466.35,10066.35,66183.65,paid
EMP0004,Sales,7,2026,27,26,0,1,0,65500,7860.0,6550.0,0,79910.0,8803.2,200,1479.81,10483.01,69426.99,generated
EMP0005,Engineering,8,2025,26,23,0,1,2,72000,8640.0,7200.0,0,87840.0,9676.8,200,1689.23,11566.03,76273.97,paid
EMP0005,Engineering,9,2025,26,25,1,0,0,72000,8640.0,7200.0,0,87840.0,9676.8,200,3378.46,13255.26,74584.74,paid
EMP0005,Engineering,10,2025,27,24,3,0,0,72000,8640.0,7200.0,0,87840.0,9676.8,200,9760.0,19636.8,68203.2,paid
EMP0005,Engineering,11,2025,25,20,4,0,1,72000,8640.0,7200.0,0,87840.0,9676.8,200,14054.4,23931.2,63908.8,paid
EMP0005,Engineering,12,2025,27,26,0,1,0,72000,8640.0,7200.0,0,87840.0,9676.8,200,1626.67,11503.47,76336.53,paid
EMP0005,Engineering,1,2026,27,27,0,0,0,72000,8640.0,7200.0,0,87840.0,9676.8,200,0.0,9876.8,77963.2,paid
EMP0005,Engineering,2,2026,24,24,0,0,0,72000,8640.0,7200.0,0,87840.0,9676.8,200,0.0,9876.8,77963.2,paid
EMP0005,Engineering,3,2026,26,26,0,0,0,72000,8640.0,7200.0,0,87840.0,9676.8,200,0.0,9876.8,77963.2,paid
EMP0005,Engineering,4,2026,26,25,0,1,0,79000,9480.0,7900.0,0,96380.0,10617.6,200,1853.46,12671.06,83708.94,paid
EMP0005,Engineering,5,2026,26,24,2,0,0,81500,9780.0,8150.0,0,99430.0,10953.6,200,7648.46,18802.06,80627.94,paid
EMP0005,Engineering,6,2026,26,24,0,1,1,78500,9420.0,7850.0,0,95770.0,10550.4,200,1841.73,12592.13,83177.87,paid
EMP0005,Engineering,7,2026,27,26,0,1,0,78500,9420.0,7850.0,0,95770.0,10550.4,200,1773.52,12523.92,83246.08,generated
EMP0006,Engineering,8,2025,26,25,0,0,1,61500,7380.0,6150.0,1500,76530.0,8265.6,200,0.0,8465.6,68064.4,paid
EMP0006,Engineering,9,2025,26,24,0,0,2,61500,7380.0,6150.0,1500,76530.0,8265.6,200,0.0,8465.6,68064.4,paid
EMP0006,Engineering,10,2025,27,26,0,0,1,61500,7380.0,6150.0,1500,76530.0,8265.6,200,0.0,8465.6,68064.4,paid
EMP0006,Engineering,11,2025,25,21,1,3,0,61500,7380.0,6150.0,1500,76530.0,8265.6,200,7653.0,16118.6,60411.4,paid
EMP0006,Engineering,12,2025,27,27,0,0,0,61500,7380.0,6150.0,1500,76530.0,8265.6,200,0.0,8465.6,68064.4,paid
EMP0006,Engineering,1,2026,27,24,2,0,1,61500,7380.0,6150.0,1500,76530.0,8265.6,200,5668.89,14134.49,62395.51,paid
EMP0006,Engineering,2,2026,24,23,1,0,0,61500,7380.0,6150.0,1500,76530.0,8265.6,200,3188.75,11654.35,64875.65,paid
EMP0006,Engineering,3,2026,26,26,0,0,0,61500,7380.0,6150.0,1500,76530.0,8265.6,200,0.0,8465.6,68064.4,paid
EMP0006,Engineering,4,2026,26,26,0,0,0,67500,8100.0,6750.0,1500,83850.0,9072.0,200,0.0,9272.0,74578.0,paid
EMP0006,Engineering,5,2026,26,25,1,0,0,68500,8220.0,6850.0,1500,85070.0,9206.4,200,3271.92,12678.32,72391.68,paid
EMP0006,Engineering,6,2026,26,25,1,0,0,66000,7920.0,6600.0,1500,82020.0,8870.4,200,3154.62,12225.02,69794.98,paid
EMP0006,Engineering,7,2026,27,27,0,0,0,67000,8040.0,6700.0,1500,83240.0,9004.8,200,0.0,9204.8,74035.2,generated
EMP0007,Sales,8,2025,26,25,0,1,0,55500,6660.0,5550.0,0,67710.0,7459.2,200,1302.12,8961.32,58748.68,paid
EMP0007,Sales,9,2025,26,24,0,1,1,55500,6660.0,5550.0,0,67710.0,7459.2,200,1302.12,8961.32,58748.68,paid
EMP0007,Sales,10,2025,27,22,1,3,1,55500,6660.0,5550.0,0,67710.0,7459.2,200,6269.44,13928.64,53781.36,paid
EMP0007,Sales,11,2025,25,19,2,2,2,55500,6660.0,5550.0,0,67710.0,7459.2,200,8125.2,15784.4,51925.6,paid
EMP0007,Sales,12,2025,27,24,2,0,1,55500,6660.0,5550.0,0,67710.0,7459.2,200,5015.56,12674.76,55035.24,paid
EMP0007,Sales,1,2026,27,27,0,0,0,55500,6660.0,5550.0,0,67710.0,7459.2,200,0.0,7659.2,60050.8,paid
EMP0007,Sales,2,2026,24,21,0,2,1,55500,6660.0,5550.0,0,67710.0,7459.2,200,2821.25,10480.45,57229.55,paid
EMP0007,Sales,3,2026,26,25,0,1,0,55500,6660.0,5550.0,0,67710.0,7459.2,200,1302.12,8961.32,58748.68,paid
EMP0007,Sales,4,2026,26,19,3,1,3,60000,7200.0,6000.0,0,73200.0,8064.0,200,9853.85,18117.85,55082.15,paid
EMP0007,Sales,5,2026,26,25,1,0,0,60500,7260.0,6050.0,0,73810.0,8131.2,200,2838.85,11170.05,62639.95,paid
EMP0007,Sales,6,2026,26,23,2,1,0,63000,7560.0,6300.0,0,76860.0,8467.2,200,7390.38,16057.58,60802.42,paid
EMP0007,Sales,7,2026,27,26,1,0,0,61500,7380.0,6150.0,0,75030.0,8265.6,200,2778.89,11244.49,63785.51,generated
EMP0008,Engineering,8,2025,26,24,0,1,1,41000,4920.0,4100.0,1000,51020.0,5510.4,200,981.15,6691.55,44328.45,paid
EMP0008,Engineering,9,2025,26,23,1,0,2,41000,4920.0,4100.0,1000,51020.0,5510.4,200,1962.31,7672.71,43347.29,paid
EMP0008,Engineering,10,2025,27,23,3,1,0,41000,4920.0,4100.0,1000,51020.0,5510.4,200,6613.7,12324.1,38695.9,paid
EMP0008,Engineering,11,2025,25,24,1,0,0,41000,4920.0,4100.0,1000,51020.0,5510.4,200,2040.8,7751.2,43268.8,paid
EMP0008,Engineering,12,2025,27,26,1,0,0,41000,4920.0,4100.0,1000,51020.0,5510.4,200,1889.63,7600.03,43419.97,paid
EMP0008,Engineering,1,2026,27,25,1,0,1,41000,4920.0,4100.0,1000,51020.0,5510.4,200,1889.63,7600.03,43419.97,paid
EMP0008,Engineering,2,2026,24,24,0,0,0,41000,4920.0,4100.0,1000,51020.0,5510.4,200,0.0,5710.4,45309.6,paid
EMP0008,Engineering,3,2026,26,25,0,0,1,41000,4920.0,4100.0,1000,51020.0,5510.4,200,0.0,5710.4,45309.6,paid
EMP0008,Engineering,4,2026,26,25,1,0,0,45000,5400.0,4500.0,1000,55900.0,6048.0,200,2150.0,8398.0,47502.0,paid
EMP0008,Engineering,5,2026,26,24,0,1,1,44000,5280.0,4400.0,1000,54680.0,5913.6,200,1051.54,7165.14,47514.86,paid
EMP0008,Engineering,6,2026,26,25,0,0,1,45500,5460.0,4550.0,1000,56510.0,6115.2,200,0.0,6315.2,50194.8,paid
EMP0008,Engineering,7,2026,27,25,0,2,0,46000,5520.0,4600.0,1000,57120.0,6182.4,200,2115.56,8497.96,48622.04,generated
EMP0009,Marketing,8,2025,26,23,1,1,1,36000,4320.0,3600.0,1500,45420.0,4838.4,200,2620.38,7658.78,37761.22,paid
EMP0009,Marketing,9,2025,26,26,0,0,0,36000,4320.0,3600.0,1500,45420.0,4838.4,200,0.0,5038.4,40381.6,paid
EMP0009,Marketing,10,2025,27,24,0,1,2,36000,4320.0,3600.0,1500,45420.0,4838.4,200,841.11,5879.51,39540.49,paid
EMP0009,Marketing,11,2025,25,22,1,0,2,36000,4320.0,3600.0,1500,45420.0,4838.4,200,1816.8,6855.2,38564.8,paid
EMP0009,Marketing,12,2025,27,23,3,0,1,36000,4320.0,3600.0,1500,45420.0,4838.4,200,5046.67,10085.07,35334.93,paid
EMP0009,Marketing,1,2026,27,26,0,1,0,36000,4320.0,3600.0,1500,45420.0,4838.4,200,841.11,5879.51,39540.49,paid
EMP0009,Marketing,2,2026,24,23,0,1,0,36000,4320.0,3600.0,1500,45420.0,4838.4,200,946.25,5984.65,39435.35,paid
EMP0009,Marketing,3,2026,26,23,2,1,0,36000,4320.0,3600.0,1500,45420.0,4838.4,200,4367.31,9405.71,36014.29,paid
EMP0009,Marketing,4,2026,26,26,0,0,0,39000,4680.0,3900.0,1500,49080.0,5241.6,200,0.0,5441.6,43638.4,paid
EMP0009,Marketing,5,2026,26,24,0,1,1,41000,4920.0,4100.0,1500,51520.0,5510.4,200,990.77,6701.17,44818.83,paid
EMP0009,Marketing,6,2026,26,23,0,1,2,39000,4680.0,3900.0,1500,49080.0,5241.6,200,943.85,6385.45,42694.55,paid
EMP0009,Marketing,7,2026,27,24,1,0,2,38500,4620.0,3850.0,1500,48470.0,5174.4,200,1795.19,7169.59,41300.41,generated
EMP0010,Operations,8,2025,26,25,0,0,1,42000,5040.0,4200.0,1000,52240.0,5644.8,200,0.0,5844.8,46395.2,paid
EMP0010,Operations,9,2025,26,26,0,0,0,42000,5040.0,4200.0,1000,52240.0,5644.8,200,0.0,5844.8,46395.2,paid
EMP0010,Operations,10,2025,27,26,0,1,0,42000,5040.0,4200.0,1000,52240.0,5644.8,200,967.41,6812.21,45427.79,paid
EMP0010,Operations,11,2025,25,25,0,0,0,42000,5040.0,4200.0,1000,52240.0,5644.8,200,0.0,5844.8,46395.2,paid
EMP0010,Operations,12,2025,27,27,0,0,0,42000,5040.0,4200.0,1000,52240.0,5644.8,200,0.0,5844.8,46395.2,paid
EMP0011,HR,8,2025,26,23,1,2,0,36500,4380.0,3650.0,1000,45530.0,4905.6,200,3502.31,8607.91,36922.09,paid
EMP0011,HR,9,2025,26,24,2,0,0,36500,4380.0,3650.0,1000,45530.0,4905.6,200,3502.31,8607.91,36922.09,paid
EMP0011,HR,10,2025,27,26,0,0,1,36500,4380.0,3650.0,1000,45530.0,4905.6,200,0.0,5105.6,40424.4,paid
EMP0011,HR,11,2025,25,23,1,0,1,36500,4380.0,3650.0,1000,45530.0,4905.6,200,1821.2,6926.8,38603.2,paid
EMP0011,HR,12,2025,27,25,1,1,0,36500,4380.0,3650.0,1000,45530.0,4905.6,200,2529.44,7635.04,37894.96,paid
EMP0011,HR,1,2026,27,24,1,1,1,36500,4380.0,3650.0,1000,45530.0,4905.6,200,2529.44,7635.04,37894.96,paid
EMP0011,HR,2,2026,24,23,1,0,0,36500,4380.0,3650.0,1000,45530.0,4905.6,200,1897.08,7002.68,38527.32,paid
EMP0011,HR,3,2026,26,25,1,0,0,36500,4380.0,3650.0,1000,45530.0,4905.6,200,1751.15,6856.75,38673.25,paid
EMP0011,HR,4,2026,26,23,1,1,1,41000,4920.0,4100.0,1000,51020.0,5510.4,200,2943.46,8653.86,42366.14,paid
EMP0011,HR,5,2026,26,25,0,1,0,40500,4860.0,4050.0,1000,50410.0,5443.2,200,969.42,6612.62,43797.38,paid
EMP0011,HR,6,2026,26,25,1,0,0,40000,4800.0,4000.0,1000,49800.0,5376.0,200,1915.38,7491.38,42308.62,paid
EMP0011,HR,7,2026,27,24,2,1,0,41500,4980.0,4150.0,1000,51630.0,5577.6,200,4780.56,10558.16,41071.84,generated
EMP0012,Finance,8,2025,26,23,0,2,1,54000,6480.0,5400.0,0,65880.0,7257.6,200,2533.85,9991.45,55888.55,paid
EMP0012,Finance,9,2025,26,24,0,0,2,54000,6480.0,5400.0,0,65880.0,7257.6,200,0.0,7457.6,58422.4,paid
EMP0012,Finance,10,2025,27,26,1,0,0,54000,6480.0,5400.0,0,65880.0,7257.6,200,2440.0,9897.6,55982.4,paid
EMP0012,Finance,11,2025,25,25,0,0,0,54000,6480.0,5400.0,0,65880.0,7257.6,200,0.0,7457.6,58422.4,paid
EMP0012,Finance,12,2025,27,24,1,1,1,54000,6480.0,5400.0,0,65880.0,7257.6,200,3660.0,11117.6,54762.4,paid
EMP0012,Finance,1,2026,27,25,0,1,1,54000,6480.0,5400.0,0,65880.0,7257.6,200,1220.0,8677.6,57202.4,paid
EMP0012,Finance,2,2026,24,24,0,0,0,54000,6480.0,5400.0,0,65880.0,7257.6,200,0.0,7457.6,58422.4,paid
EMP0012,Finance,3,2026,26,26,0,0,0,54000,6480.0,5400.0,0,65880.0,7257.6,200,0.0,7457.6,58422.4,paid
EMP0012,Finance,4,2026,26,23,1,0,2,54000,6480.0,5400.0,0,65880.0,7257.6,200,2533.85,9991.45,55888.55,paid
EMP0012,Finance,5,2026,26,24,0,1,1,54000,6480.0,5400.0,0,65880.0,7257.6,200,1266.92,8724.52,57155.48,paid
EMP0012,Finance,6,2026,26,26,0,0,0,54000,6480.0,5400.0,0,65880.0,7257.6,200,0.0,7457.6,58422.4,paid
EMP0012,Finance,7,2026,27,27,0,0,0,54000,6480.0,5400.0,0,65880.0,7257.6,200,0.0,7457.6,58422.4,generated
EMP0013,Finance,8,2025,26,24,0,1,1,48500,5820.0,4850.0,1000,60170.0,6518.4,200,1157.12,7875.52,52294.48,paid
EMP0013,Finance,9,2025,26,23,2,0,1,48500,5820.0,4850.0,1000,60170.0,6518.4,200,4628.46,11346.86,48823.14,paid
EMP0013,Finance,10,2025,27,25,1,1,0,48500,5820.0,4850.0,1000,60170.0,6518.4,200,3342.78,10061.18,50108.82,paid
EMP0013,Finance,11,2025,25,24,1,0,0,48500,5820.0,4850.0,1000,60170.0,6518.4,200,2406.8,9125.2,51044.8,paid
EMP0013,Finance,12,2025,27,25,2,0,0,48500,5820.0,4850.0,1000,60170.0,6518.4,200,4457.04,11175.44,48994.56,paid
EMP0013,Finance,1,2026,27,27,0,0,0,48500,5820.0,4850.0,1000,60170.0,6518.4,200,0.0,6718.4,53451.6,paid
EMP0013,Finance,2,2026,24,24,0,0,0,48500,5820.0,4850.0,1000,60170.0,6518.4,200,0.0,6718.4,53451.6,paid
EMP0013,Finance,3,2026,26,26,0,0,0,48500,5820.0,4850.0,1000,60170.0,6518.4,200,0.0,6718.4,53451.6,paid
EMP0013,Finance,4,2026,26,25,0,0,1,54500,6540.0,5450.0,1000,67490.0,7324.8,200,0.0,7524.8,59965.2,paid
EMP0013,Finance,5,2026,26,23,1,1,1,55500,6660.0,5550.0,1000,68710.0,7459.2,200,3964.04,11623.24,57086.76,paid
EMP0013,Finance,6,2026,26,24,1,1,0,54000,6480.0,5400.0,1000,66880.0,7257.6,200,3858.46,11316.06,55563.94,paid
EMP0013,Finance,7,2026,27,25,2,0,0,53500,6420.0,5350.0,1000,66270.0,7190.4,200,4908.89,12299.29,53970.71,generated
EMP0014,Sales,8,2025,26,25,0,1,0,40500,4860.0,4050.0,2000,51410.0,5443.2,200,988.65,6631.85,44778.15,paid
EMP0014,Sales,9,2025,26,25,0,0,1,40500,4860.0,4050.0,2000,51410.0,5443.2,200,0.0,5643.2,45766.8,paid
EMP0015,Operations,8,2025,26,25,0,1,0,37000,4440.0,3700.0,0,45140.0,4972.8,200,868.08,6040.88,39099.12,paid
EMP0015,Operations,9,2025,26,24,1,1,0,37000,4440.0,3700.0,0,45140.0,4972.8,200,2604.23,7777.03,37362.97,paid
EMP0015,Operations,10,2025,27,24,2,1,0,37000,4440.0,3700.0,0,45140.0,4972.8,200,4179.63,9352.43,35787.57,paid
EMP0015,Operations,11,2025,25,22,1,2,0,37000,4440.0,3700.0,0,45140.0,4972.8,200,3611.2,8784.0,36356.0,paid
EMP0015,Operations,12,2025,27,21,3,3,0,37000,4440.0,3700.0,0,45140.0,4972.8,200,7523.33,12696.13,32443.87,paid
EMP0015,Operations,1,2026,27,22,1,2,2,37000,4440.0,3700.0,0,45140.0,4972.8,200,3343.7,8516.5,36623.5,paid
EMP0015,Operations,2,2026,24,23,1,0,0,37000,4440.0,3700.0,0,45140.0,4972.8,200,1880.83,7053.63,38086.37,paid
EMP0015,Operations,3,2026,26,24,0,1,1,37000,4440.0,3700.0,0,45140.0,4972.8,200,868.08,6040.88,39099.12,paid
EMP0015,Operations,4,2026,26,26,0,0,0,41000,4920.0,4100.0,0,50020.0,5510.4,200,0.0,5710.4,44309.6,paid
EMP0015,Operations,5,2026,26,23,1,2,0,40500,4860.0,4050.0,0,49410.0,5443.2,200,3800.77,9443.97,39966.03,paid
EMP0015,Operations,6,2026,26,24,0,1,1,40000,4800.0,4000.0,0,48800.0,5376.0,200,938.46,6514.46,42285.54,paid
EMP0015,Operations,7,2026,27,26,0,1,0,41500,4980.0,4150.0,0,50630.0,5577.6,200,937.59,6715.19,43914.81,generated
EMP0016,Engineering,8,2025,26,25,0,1,0,80500,9660.0,8050.0,0,98210.0,10819.2,200,1888.65,12907.85,85302.15,paid
EMP0016,Engineering,9,2025,26,24,0,2,0,80500,9660.0,8050.0,0,98210.0,10819.2,200,3777.31,14796.51,83413.49,paid
EMP0016,Engineering,10,2025,27,26,1,0,0,80500,9660.0,8050.0,0,98210.0,10819.2,200,3637.41,14656.61,83553.39,paid
EMP0016,Engineering,11,2025,25,21,1,1,2,80500,9660.0,8050.0,0,98210.0,10819.2,200,5892.6,16911.8,81298.2,paid
EMP0016,Engineering,12,2025,27,24,3,0,0,80500,9660.0,8050.0,0,98210.0,10819.2,200,10912.22,21931.42,76278.58,paid
EMP0016,Engineering,1,2026,27,27,0,0,0,80500,9660.0,8050.0,0,98210.0,10819.2,200,0.0,11019.2,87190.8,paid
EMP0016,Engineering,2,2026,24,23,1,0,0,80500,9660.0,8050.0,0,98210.0,10819.2,200,4092.08,15111.28,83098.72,paid
EMP0016,Engineering,3,2026,26,25,1,0,0,80500,9660.0,8050.0,0,98210.0,10819.2,200,3777.31,14796.51,83413.49,paid
EMP0016,Engineering,4,2026,26,25,1,0,0,85500,10260.0,8550.0,0,104310.0,11491.2,200,4011.92,15703.12,88606.88,paid
EMP0016,Engineering,5,2026,26,22,1,1,2,91000,10920.0,9100.0,0,111020.0,12230.4,200,6405.0,18835.4,92184.6,paid
EMP0016,Engineering,6,2026,26,24,0,1,1,87000,10440.0,8700.0,0,106140.0,11692.8,200,2041.15,13933.95,92206.05,paid
EMP0016,Engineering,7,2026,27,26,1,0,0,87000,10440.0,8700.0,0,106140.0,11692.8,200,3931.11,15823.91,90316.09,generated
EMP0017,HR,8,2025,26,25,1,0,0,46500,5580.0,4650.0,1500,58230.0,6249.6,200,2239.62,8689.22,49540.78,paid
EMP0017,HR,9,2025,26,22,0,0,4,46500,5580.0,4650.0,1500,58230.0,6249.6,200,0.0,6449.6,51780.4,paid
EMP0017,HR,10,2025,27,25,0,2,0,46500,5580.0,4650.0,1500,58230.0,6249.6,200,2156.67,8606.27,49623.73,paid
EMP0017,HR,11,2025,25,23,0,2,0,46500,5580.0,4650.0,1500,58230.0,6249.6,200,2329.2,8778.8,49451.2,paid
EMP0017,HR,12,2025,27,27,0,0,0,46500,5580.0,4650.0,1500,58230.0,6249.6,200,0.0,6449.6,51780.4,paid
EMP0017,HR,1,2026,27,27,0,0,0,46500,5580.0,4650.0,1500,58230.0,6249.6,200,0.0,6449.6,51780.4,paid
EMP0017,HR,2,2026,24,22,0,1,1,46500,5580.0,4650.0,1500,58230.0,6249.6,200,1213.13,7662.73,50567.27,paid
EMP0017,HR,3,2026,26,25,0,1,0,46500,5580.0,4650.0,1500,58230.0,6249.6,200,1119.81,7569.41,50660.59,paid
EMP0017,HR,4,2026,26,22,1,2,1,49500,5940.0,4950.0,1500,61890.0,6652.8,200,4760.77,11613.57,50276.43,paid
EMP0017,HR,5,2026,26,24,1,1,0,50500,6060.0,5050.0,1500,63110.0,6787.2,200,3640.96,10628.16,52481.84,paid
EMP0017,HR,6,2026,26,23,0,2,1,49500,5940.0,4950.0,1500,61890.0,6652.8,200,2380.38,9233.18,52656.82,paid
EMP0017,HR,7,2026,27,25,1,1,0,50000,6000.0,5000.0,1500,62500.0,6720.0,200,3472.22,10392.22,52107.78,generated
EMP0018,Engineering,8,2025,26,25,0,0,1,45000,5400.0,4500.0,0,54900.0,6048.0,200,0.0,6248.0,48652.0,paid
EMP0018,Engineering,9,2025,26,25,1,0,0,45000,5400.0,4500.0,0,54900.0,6048.0,200,2111.54,8359.54,46540.46,paid
EMP0018,Engineering,10,2025,27,24,3,0,0,45000,5400.0,4500.0,0,54900.0,6048.0,200,6100.0,12348.0,42552.0,paid
EMP0018,Engineering,11,2025,25,21,1,1,2,45000,5400.0,4500.0,0,54900.0,6048.0,200,3294.0,9542.0,45358.0,paid
EMP0018,Engineering,12,2025,27,26,0,1,0,45000,5400.0,4500.0,0,54900.0,6048.0,200,1016.67,7264.67,47635.33,paid
EMP0018,Engineering,1,2026,27,24,2,0,1,45000,5400.0,4500.0,0,54900.0,6048.0,200,4066.67,10314.67,44585.33,paid
EMP0018,Engineering,2,2026,24,23,0,0,1,45000,5400.0,4500.0,0,54900.0,6048.0,200,0.0,6248.0,48652.0,paid
EMP0018,Engineering,3,2026,26,24,1,0,1,45000,5400.0,4500.0,0,54900.0,6048.0,200,2111.54,8359.54,46540.46,paid
EMP0018,Engineering,4,2026,26,24,0,1,1,50000,6000.0,5000.0,0,61000.0,6720.0,200,1173.08,8093.08,52906.92,paid
EMP0018,Engineering,5,2026,26,25,0,1,0,49000,5880.0,4900.0,0,59780.0,6585.6,200,1149.62,7935.22,51844.78,paid
EMP0018,Engineering,6,2026,26,25,0,1,0,47500,5700.0,4750.0,0,57950.0,6384.0,200,1114.42,7698.42,50251.58,paid
